topic,hdbscan_label,size,size_all_editions,words,n_works,n_works_ge3,dominant_work,dominant_work_share,top3_work_share,top_works,top_author_raw,top_author_share,genre_mix_of_topic,play_type_mix,ctfidf_top10,keybert_top10,mmr_top10,names_in_top30,representative_chunks,draft_label,pattern_basis,use_in_genre_analysis,basis,review_status,chunks_read,Label,Notes
34,38,47,64,23534,15,3,Jocasta,0.255,0.66,"Jocasta (12); Antigone, the Theban Princess (11); Thebais (Seneca's Third Tragedy) (8); Hercules Furens (Mad Hercules) (Seneca's (2); Campaspe (Alexander, Campaspe, and Dioge (2)","May, Thomas",0.277,tragedy 85%; tragedy; literary play 4%; comedy 4%,Translation;Nonprofessional;Cl 28%; Translation;Nonprofessional;Un 26%,"*thebes, *antigone, *polynices, *creon, *eteocles, war, *theban, gods, dear, country","*antigone, *eteocles, *thebes, *aemon, *theban, *polynices, *alexander, gods, king, death","*antigone, father, *theban, love, gods, *aemon, *eteocles, cruel, *polynices, noble","thebes, antigone, polynices, creon, eteocles, theban, alexander, aemon","[965_00022 — Antigone, the Theban Princess (May, Thomas, 1631); tragedy] My Lord, I will obey; And thus I take my leave. Too cruel Dircus. Was I not miserable enough before, But thou must load my sufferings with thy death? What cause hadst thou to die? thou hast not lost A love, why should my loss extend so far As to the ruin of so brave a friend? Thy death has injured fair Antigone, And made a strange Division in my gr…

[132_00022 — Thebais (Seneca's Third Tragedy) (Seneca, Lucius AnnaeusNewton, Thomas, 1581); tragedy] And to promote thy hot desire both willing were, and priest: Yet all thy friends are fled away, and all recoiled back, And Soldiers here and there in Fields are come to deadly wrack. Although thou joy hereat receive, although the spoils thou take Of vanquished Brother, yet the palm of victory must slake, And not to thee be given whole. What kind of…

[106_00016 — Jocasta (Gascoigne, GeorgeKinwelmershe, FrancisYelverton, ChristopherEuripidesDolce, Lodovico, 1573); tragedy] And who is he that seeks to have my blood, And shall not shed his own as fast as mine? By thee he stands, and thou standst him before, Lo here the sword that shall perform his word. And this shall eke maintain my rightful cause. O sons, dear sons, away with glittering arms, And first, before you touch each other's flesh, With doubled blows come pie…","Thebes: Oedipus' sons, Antigone and Creon",shared_narrative,included,"47 chunks, 15 works, Jocasta 26 %, top three 66 % (Jocasta, May's Antigone, Seneca's Thebais). One legend, the Theban cycle; keywords are names. Group decision (single-story clusters T7, T20, T34, T54, T55, T59): decide once whether a shared story counts as a subject for genre comparison, as subject areas already do (T2 Rome, T10/T18 English chronicle matter, T12 the gods); if yes → candidate with the concentration noted, if no → contextual_only.",user_confirmed,106_00019;965_00006;132_00011;1003_00002;65_00008;85_00018;140_00002,"Thebes and royal catastrophe: siege, slaughter and funeral rites","follow-up reading confirms a Theban core: Jocasta, Thebais and Antigone supply 31 of 47 chunks (66%). Full chunks reviewed: 106_00019; 132_00011; 965_00006. Their content connects siege, dynastic conflict, royal violence and funeral obligations. Retain Thebes in the label; the previously sampled Tamburlaine and Cleopatra passages (156_00031; 1099_00023) represent related catastrophe and mourning at the boundary. Include as a shared narrative and thematic domain, with its concentration in three related works explicitly acknowledged. This is a sampled interpretation, not exhaustive validation of all members."
51,14,45,45,21881,26,3,Jacob and Esau,0.244,0.422,Jacob and Esau (11); The Disobedient Child (4); The Spanish Bawd (Calisto and Meliboea)  (4); Mother Bombie (2); The True Chronicle of King Leir (King Le (2),"Udall, Nicholas",0.244,comedy 29%; biblical play 24%; moral 13%,Interlude;Nonprofessional 40%; Adult Professional;Professiona 27%,"*esau, *iacob, father, son, *isaac, *god, love, birthright, parents, thing","father, boy, brother, mother, son, love, *god, pray, blessing, parents","father, pray, honest, blessing, *esau, children, *rachel, birthright, boy, *iacob","esau, iacob, isaac, god, lord, rachel, mido","[1004_00001 — A Fine Companion (Marmion, Shackerley, 1633); comedy] he's grown contemptuous, & flings away In a rapture; for this, when I am in, If I can't laughed at's play, I'll laugh at him. 'tIs true indeed, our love is like our life, There's no man blessed in either, till his end. And he whom Fate points to that happiness, A thousand passions mock his doubtful hopes, Till Virtue that can never be extinct, Shal…

[1082_00022 — Covent Garden (Nabbes, Thomas, 1638); comedy] Our mutual loves. I am bound to serve you Gentlemen, and I wish my roof were worthier, and my disordered household ordered to your content. We are bound to thank your readiness. Gentlemen, your servant will send his servants to wait upon you presently. What accident brought you two together? The mercy of my Starts: but what event Their influence wi…

[987_00001 — The Jealous Lovers (Randolph, Thomas, 1632); comedy] I would not have my son so loathed a thing: No, let him live and spend, and buy his pleasures At any rate. read to him, gentle Ballio, Where are the daintiest meats, the briskest wines, The costliest garments. Let him dice and wench; But with the fairest, be she wife or daughter To our best Burgess: and if Thebes be scarce, Buy me all Corinth for h…","Parents and sons: blessing, birthright and disobedience",thematic_discourse+shared_narrative,included,"45 chunks, 26 works, Jacob and Esau 24 %, top three 42 %. Fathers and mothers with their sons: the favoured and the disobedient child, the blessing and the birthright, the prodigal's departure; Udall, Ingelend, Celestina (Parmeno), Lear (Edmund), Lyly. Cross-work, with Jacob and Esau's share noted.",user_confirmed,91_00007;94_00005;952_00083;623_00007;1129_00008;239_00000;22_00017,"Parents and children: blessing, birthright and inheritance",sample review supports parental blessing and contested inheritance. A full check of The Emperor of the East adds a daughter's withheld legacy; use children rather than sons in the label. Reviewed excerpts (three different works): 1004_00001; 977_00007; 91_00025. Full-chunk follow-up: 977_00007.
49,46,45,49,21960,31,4,The Spanish Bawd (Calisto and Meliboea) (Celestina),0.067,0.2,"The Spanish Bawd (Calisto and Meliboea)  (3); The Devil Is an Ass (3); Changes, or Love in a Maze (3); The Witty Fair One (3); How a Man May Choose a Good Wife from a  (2)","Shirley, James",0.244,comedy 73%; tragedy 9%; tragicomedy 7%,Adult Professional;Professiona 64%; Boys Professional;Professional 7%,"mistress, gentleman, love, *lady, woman, pray, gentlewoman, hear, honest, way","gentlewoman, gentlemen, mistress, gentleman, *lady, maid, wife, love, pray, master","gentlewoman, honest, pray, gentlemen, mistress, letter, poor, maid, methinks, *lady",lady,"[683_00014 — Ram Alley, or Merry Tricks (Barry, Lording, 1611); comedy] Most worthy fair such is the power of love That now I come t'accept your proffered grace, And with submissive thoughts t'entreat a pardon For my so gross neglect. There's no offence, My mind is changed. I told you as much before. With a heigh pass with a repass. Dearest of women, The constant virtue of your nobler mind Speaks in your looks: Nor can…

[979_00035 — Holland's Leaguer (Marmion, Shackerley, 1632); comedy] What help then? the poor Gentleman must suffer, Good Trimalchio: 'tis his fate. I am thinking, What I shall do with him, when I am married. What do other women do with their husbands? Bring him up in obedience, make him besides An implement to save your reputation. Let him not press into your company Without permission, you must pretend, You are as…

[651_00028 — A Mad World, My Masters (Middleton, Thomas, 1608); comedy] You shall see straight what I can do sir. Would I might be hanged, if my love do not stretch to her deeper and deeper, those bashful maiden humours take me prisoner when their comes a restraint on't upon flesh, we are always most greedy upon't, & that makes your merchant's wife oftentimes pay so dear for a mouthful: give me a woman as she was made …","Wooing a mistress: suitors, go-betweens and letters",thematic_discourse,included,"45 chunks, 31 works, no work above 7 %. Courtship as negotiation in prose: the suitor and his mistress, go-betweens, letters answered late, 'gentlewoman' and 'gentleman'; Celestina, Jonson, Shirley, Porter, Barry. Cross-work; the practical counterpart of T4 (love as feeling).",user_confirmed,952_00091;973_00017;980_00027;434_00014;363_00025;1174_00008;683_00014,"Wooing a mistress: suitors, go-betweens and letters",
52,21,44,44,21664,24,5,"A New Wonder, A Woman Never Vexed",0.159,0.386,"A New Wonder, A Woman Never Vexed (7); The Miseries of Enforced Marriage (6); The London Prodigal (4); As You Like It (3); The Spanish Bawd (Calisto and Meliboea)  (3)","Shakespeare, William",0.159,comedy 57%; tragedy 23%; tragicomedy; literary play 7%,Adult Professional;Professiona 82%; Translation;Nonprofessional;Cl 7%,"brother, father, uncle, cousin, son, poor, bread, old, given, master","heir, father, uncle, brother, cousin, brothers, poor, villain, son, love","heir, poor, *ludgate, brothers, love, villain, charity, given, father, honest",ludgate,"[978_00002 — A New Wonder, A Woman Never Vexed (Heywood, ThomasRowley, William, 1632); comedy] Had he been a husband Sir, I had had no cause to Complain, I threw down at his feet The subjection of his whole estate: He did not marry me for love's sake nor for pity, But love to that I had, he now neglects the love He had before; A prodigal is suffered to lay waste Those worldly blessings, which I long enclosed, Intending for good uses. That's …

[753_00006 — The Scornful Lady (Beaumont, FrancisFletcher, John, 1616); comedy] I do remember thee a foolish fellow, one that did put his trust in Almanacs, and horse-faiers, and rose by honey and pot-butter. Shall they come in yet? Nay then I must unfold your Brother's pleasure, these be the lessons Sir, he left behind him. Prithee expound the first. I leave to keep my house 300 pounds a year; and my Brother to dispose of it.…

[868_00011 — As You Like It (Shakespeare, William, 1623); comedy] Send to his brother, fetch that gallant hither, If he be absent, bring his Brother to me, I'll make him find him: do this suddenly; And let not search and inquisition quail, To bring again these foolish runaways. Who's there? What my young Master, oh my gentle master, Oh my sweet master, O you memory Of old Sir Rowland; why, what make you here? Why…","Prodigals, portions and poor kin",thematic_discourse,included,"44 chunks, 24 works, New Wonder 16 %, top three 39 %. Prodigal heirs, brothers asking for their portions, a father crying for bread at the grate, wills and charity; Heywood and Rowley, Wilkins, London Prodigal, Middleton, Scornful Lady. Cross-work theme; T27 (uncles and nephews) is its comic neighbour.",user_confirmed,978_00036;586_00022;521_00003;765_00037;575_00030;640_00005;753_00006,"Prodigals, portions and poor kin",
50,29,43,47,21418,32,2,The Young Admiral,0.163,0.279,The Young Admiral (7); Antony and Cleopatra (3); The Tempest (2); The Noble Spanish Soldier (The Noble Sol (2); 1 The Cid (The Valiant Cid) (2),"Shakespeare, William",0.209,tragedy 30%; tragicomedy 23%; not in BritDrama 16%,Adult Professional;Professiona 67%; Boys Professional;Professional 7%,"sea, honour, general, soldiers, men, ship, fight, soldier, king, *vittori","*captain, *lord, enemy, sail, fight, king, war, ship, victory, honour","*captain, wounds, honour, fear, land, king, sail, soldiers, *vittori, enemy","vittori, captain, lord","[1052_00011 — The Young Admiral (Shirley, James, 1637); tragicomedy] Be not troubled sir, My soul doth from this omen prophesy The victory you wish upon this kingdom, Nor is it superstition to believe, That heaven doth point us out the scourge to Naples, By seconding our coming with a tempest; The waves were proud to entertain our Navy: The fish in amorous courtship danced about Our ship, and no rude gale from any c…

[1052_00018 — The Young Admiral (Shirley, James, 1637); tragicomedy] I would I were sure on't, condition I lost halfe my land. A match! my life against half your land to secure you, And make an indifferent bargain presently. Your life? how are you sure to live? If I die, you have halfe your land by't, if you live, 'tis worthy dividing transitory fortunes, I shall ha' the worst match on't. But how will you assure me …

[890_00036 — Antony and Cleopatra (Shakespeare, William, 1623); tragedy] But being charged, we will be still by Land, Which as I take't we shall, for his best force Is forth to Man his Galleys. To the Vales, And hold our best advantage. Yet they are not joined: Where yond Pine does stand, I shall discover all. I'll bring thee word strait, how ' ris like to go. Swallows have built In Cleopatra's Sails their nests. The Au…","Fleets, armies and generals: war by sea and land",thematic_discourse,included,"43 chunks, 32 works, Young Admiral 16 %. News of battle: fleets that fly, generals descried from the fort, ships found safe, armies within ken; Shirley, Antony and Cleopatra, The Tempest, Goffe, Massinger. Cross-work theme; T57 is the trading and piracy side of the sea.",user_confirmed,1052_00009;890_00026;860_00031;961_00040;1073_00042;992_00013;896_00024,"Fleets, armies and generals: war by sea and land",
53,61,42,43,20892,27,4,Nobody and Somebody,0.119,0.286,"Nobody and Somebody (5); Lingua, or The Combat of the Tongue and  (4); Edward the Second (3); 2 Henry the Fourth (3); 3 Henry the Sixth (The True Tragedy of R (2)",Anonymous,0.167,tragedy 26%; history 21%; history; satire 12%,Adult Professional;Professiona 67%; University/Inns of Court;Nonpr 12%,"crown, king, state, life, *lord, *lords, live, *queen, *tullia, *prince","*prince, crown, kings, royal, *lords, *lord, *queen, reign, king, *tarquin","*prince, *tarquin, fear, resign, kings, father, *elidure, sovereign, reign, crown","lord, lords, queen, tullia, prince, elidure, tactus, england, tarquin, mortimer, ethenwald","[1153_00028 — Sicily and Naples, or The Fatal Union (Harding, Samuel, 1640); not in BritDrama] Stint this pious strife, I have been too much woman, and betrayed My name to infamy, in this tame passion: Possess me a just anger, a spirit great And noble as my birth; that I may shake, And rouse this sleepy Prince, from his dull lethargy; Who's wholly lost, in the bewitching flatteries Of that bad man;— alas this is a danger Too potent for your …

[378_00037 — 2 Henry the Fourth (Shakespeare, William, 1600); history] O pardon me, my liege, but for my tears, The moist impediments unto my speech, I had forestald this dear and deep rebuke, Ere you with grief had spoke, and I had heard The course of it so far: there is your crown: And he that wears the crown immortally, Long guard it yours: if I affect it more, Then as your honour, and as your renown, Let me no mor…

[540_00021 — Nobody and Somebody (Anonymous, 1606); history; satire] What seek ye Lords? What mean these loud Alarms, in the still silence of this hunnied night? King we seek thee. And more we seek thy Crown. Why Princely brothers is it not our own, That 'tis ours we plead the law of kings, The gift of heaven, and the antiquity on earth, Election from them both. We plead our powers & strength, we two must reign. We …","The crown: kingship claimed, resigned and seized",thematic_discourse,pending,"42 chunks, 27 works, Nobody and Somebody 12 %. The crown as object: Edward II resigning it, Elidure refusing it, Tarquin and the protector, 'no murder in a king'; state, reign, sovereign. Cross-work theme; close to T38 (royal deaths) and T43.",user_pending,540_00010;562_00008;245_00031;216_00020;1117_00001;242_00005;314_00029,"The crown: kingship claimed, resigned and seized","sample review supports a royal-power core, but full checks of The Dumb Knight and Love's Labour's Lost mainly show courtship, lost favour and love verse. Keep the crown-transfer hypothesis pending; do not claim universal succession content. Reviewed excerpts (three different works): 1153_00028; 653_00012; 315_00018. Full-chunk follow-up: 653_00012; 315_00018."
43,57,40,54,19694,12,6,3 Henry the Sixth (The True Tragedy of Richard Duke of York and the Good King Henry the Sixth),0.225,0.55,3 Henry the Sixth (The True Tragedy of R (9); 1 Henry the Sixth (8); 1 The Troublesome Reign of King John (5); 2 Henry the Sixth (The First Part of the (4); The True Tragedy of Richard the Third (4),"AnonymousMarlowe, ChristopherShakespeare",0.325,history 85%; tragedy; history 15%,Adult Professional;Professiona 100%,"*henry, king, *richard, *warwick, *york, *edward, father, *duke, crown, son","heir, crown, *duke, *lords, *henry, *lord, *richard, *queen, *margaret, *earl","heir, *lancaster, crown, *richard, *duke, *lords, *plantagenet, *france, *earl, son","henry, richard, warwick, york, edward, duke, lord, england, philip, plantagenet, lords, robert, lancaster, clarence, fauconbridge, suffolk, earl, france, queen, margaret","[268_00002 — 3 Henry the Sixth (The True Tragedy of Richard Duke of York and the Good King Henry the Sixth) (AnonymousMarlowe, ChristopherShakespeare, William, 1623); history] Thinkest thou, that I will leave my Kingly Throne, Wherein my Grandsire and my Father sat? No: first shall War unpeople this my Realm; I, and their Colours often borne in France, And now in England, to our hearts great sorrow, Shall be my Winding-sheet. Why faint you Lords? My Title's good, and better far than his. Prove it Henry, and thou shalt be…

[242_00025 — The True Tragedy of Richard the Third (Anonymous, 1594); tragedy; history] My Lord we are sorry. But come lay hands on Banister. The goal is got, and golden Crown is won, And well deservest thou to wear the same, That ventured hast thy body and thy soul, But what boots Richard, now the Diadem Or kingdom got, by murder of his friends, My fearful shadow that still follows me, Hath summoned me before the severe judge, My con…

[878_00019 — 1 Henry the Sixth (AnonymousMarlowe, ChristopherShakespeare, WilliamNashe, Thomas, 1623); history] Sweet King: the Bishop hath a kindly gird: For shame my Lord of Winchester relent; What, shall a Child instruct you what to do? Well, Duke of Gloster, I will yield to thee Love for thy Love, and Hand for Hand I give. I, but I fear me with a hollow Heart. See here my Friends and loving Countrymen, This token serveth for a Flag of Truce, Betwixt ours…","York and Lancaster: Henry, Richard, Warwick and the crown",shared_narrative,included,"40 chunks, 12 works (6 with 3+), 3 Henry VI 23 %, top three 55 %. The Wars of the Roses matter — Plantagenet against Somerset, the crown between Henry and Edward, Richard's plots — in the Henry VI plays, both Richard III plays and both King John plays. Historical matter shared by one cycle of plays; decide with T10 and T18 whether English chronicle matter enters the comparison.",user_confirmed,268_00001;878_00014;170_00009;242_00008;287_00002;287_00047;876_00001,York and Lancaster: dynastic claims and conflict,
57,19,37,39,18520,22,5,"Englishmen for My Money, or A Woman Will Have Her Will",0.108,0.27,"Englishmen for My Money, or A Woman Will (4); Eastward Ho (3); A Christian Turned Turk (The Two Famous  (3); The Widow's Tears (3); The Comedy of Errors (3)","Shakespeare, William",0.108,comedy 57%; tragedy 22%; moral 5%,Adult Professional;Professiona 43%; Boys Professional;Professional 27%,"ship, sea, master, sail, home, money, *pisaro, life, ships, till","pirate, galleys, sail, boat, ships, ship, merchants, haven, desperate, sea","pirate, desperate, father, galleys, merchants, boat, *magician, life, alas, soldier","pisaro, magician","[826_00033 — Thierry and Theodoret (AnonymousFletcher, JohnMassinger, Philip, 1621); tragedy] Zones down with him, do you prate? Keep your first word as you are gentlemen, and let me stand, alas what do you mean? To tie you to us Sir, bind you in the knot of friendship. Alas Sir, all the physic in Europe cannot bind me. You should have jewels about you, stones, precious stones. Captain away, there's company within hearing, if you stay longe…

[1073_00006 — The Conspiracy (Pallantus and Eudora) (Killigrew, Henry, 1638); tragedy] Come we'll go claim our hire, and swear we killed him before the storm, our fellows dead pay will fall to us, we'll demand for losses, ay, and our dangers too. If mine eyes deceive me not, here comes one will deny the payment. 'tis he, be resolute and follow me. How now friends, amazed at what's passed: dangers o'erblown are dreams, no more to be e…

[866_00002 — The Comedy of Errors (Shakespeare, William, 1623); comedy] Hapless Aegeon whom the fates have marked To bear the extremity of dire mishap: Now trust me, were it not against our Laws, Against my Crown, my oath, my dignity, Which Princes would they may not disannul, My soul should sue as advocate for thee: But though thou art adjudged to the death, And passed sentence may not be recalled But to our honours g…","Ships, merchants and pirates",thematic_discourse,pending,"37 chunks, 22 works, Englishmen for My Money 11 %. Voyages and their losses: ships taken by galleys, merchants' news, pirates, sailing home, shipwreck as metaphor; Haughton, Eastward Ho, Daborne, Roaring Girl, Massinger. Cross-work theme (small).",user_pending,762_00008;514_00028;698_00002;696_00002;978_00026;930_00023;699_00036,"Ships, merchants and pirates",sample review does not establish a uniform maritime domain. Full checks show nautical metaphor during robbery in Thierry and murder/adultery investigation in The Widow's Tears. Keep pending; consider crime/adventure only after further evidence. Reviewed excerpts (three different works): 826_00033; 751_00011; 699_00037. Full-chunk follow-up: 826_00033; 699_00037.
59,24,36,36,17911,13,3,"1 Jeronimo, with the Wars of Portugal",0.389,0.639,"1 Jeronimo, with the Wars of Portugal (14); The Noble Spanish Soldier (The Noble Sol (6); Match Me in London (3); The Spanish Tragedy (Hieronimo is Mad Ag (2); All's Lost by Lust (2)",Anonymous,0.389,tragedy 78%; tragicomedy 11%; comedy 6%,Adult Professional;Professiona 92%; Boys Professional;Professional 3%,"andrea, *spain, *portugal, tribute, *horatio, king, *bellimperia, *prince, *lord, *lorenzo","*balthazar, *prince, *lorenzo, *spanish, crown, *horatio, *lord, *spain, *bellimperia, honour","*balthazar, *spanish, love, *prince, *portingale, andrea, slain, honour, liege, *ieronimo","spain, portugal, horatio, bellimperia, prince, lord, lorenzo, spanish, portingale, balthezer, ieronimo, balthazar, pedro","[520_00014 — 1 Jeronimo, with the Wars of Portugal (Anonymous, 1605); tragedy] I bind thee Don Andrea, by thy honour, thy valiancy, And all that thou hold'st great, To meet me single in the battles heat; Where i'll set down, in characters upon thy flesh, four precious lines, spoke by our father's mouth When first thou camest ambassador: these they are: 'tis said we shall not answer at next birth Our Father's faults in heaven,…

[953_00003 — Match Me in London (Dekker, Thomas, 1631); tragicomedy] Keep it, lustful maiden! Hot Spanish vengeance follows thee, which flies Like three forked Lightning, whom it smites, he dies. Pacheco? My Lord. Is't so early! What a Clocke Is't? About the hour that Soldiers go to bed, and Catchpoles rise: Will your Lordship be trussed up this morning? How dost mean, go to hanging! Hanging! does your Lordship take…

[1150_00005 — 2 The Cid (Rutter, JosephDesfontaines, Nicolas-Marc, 1640); not in BritDrama] I cannot tell, sir, what has raised your anger, Nor how Don Sancho has described me to you: But certainly, no vanity of mine Did make me to forget my duty to you: And my refusal of the sovereign title Showed my respect, and not my cruelty, Don Sancho perhaps might be displeased, But his discourse moved me to what I said, Since he durst call to mind…","Andrea, Horatio and the Spanish court (1 Jeronimo)",shared_narrative+recurring_role_or_name,included,"36 chunks, 13 works, 1 Jeronimo 39 %, top three 64 %. The Spanish–Portuguese court of Kyd's world (Andrea, Horatio, Bel-imperia, Lorenzo, the tribute) with Dekker's Spanish plays and The Cid beside it; the Spanish Tragedy itself contributes two chunks. Group decision (single-story clusters T7, T20, T34, T54, T55, T59): decide once whether a shared story counts as a subject for genre comparison, as subject areas already do (T2 Rome, T10/T18 English chronicle matter, T12 the gods); if yes → candidate with the concentration noted, if no → contextual_only.",user_confirmed,520_00012;1016_00015;953_00005;190_00001;190_00007;1150_00005;993_00029,"Spanish courts: war, honour and courtship","sample review supports a Spanish-court domain spanning war, honour, reward and courtship. Revise the Jeronimo-specific label; the Alphonsus sample shares royal/military concerns but is not the same narrative. Report concentration if this domain drives a finding. Reviewed excerpts (three different works): 520_00014; 190_00007; 357_00006."
56,8,35,40,17383,21,2,Comus (The Masque at Ludlow Castle),0.143,0.314,Comus (The Masque at Ludlow Castle) (5); Doctor Faustus (4); Medea (Seneca's Seventh Tragedy) (2); Fedele and Fortunia (Two Italian Gentlem (2); Friar Bacon and Friar Bongay (2),"Milton, John",0.143,tragedy 26%; comedy 26%; pastoral; masque 14%,Adult Professional;Professiona 40%; Occasional;Nonprofessional 29%,"magic, *faustus, charms, charm, conjure, spirits, skill, ho, power, spells","spells, spirits, conjure, magic, spell, *macbeth, infernal, charm, *faustus, spirit","spells, *macbeth, charm, herbs, spirits, conjure, *valdes, *faustus, heaven, infernal","faustus, macbeth, valdes, astronomia","[826_00009 — Thierry and Theodoret (AnonymousFletcher, JohnMassinger, Philip, 1621); tragedy] Hell and furies aid me, That I may have power to avert the plagues That pressed upon me. Two days' journey sayest thou, We will set forth to meet her, in the mean time See all things be prepared to entertain her: Nay let me haud your companies, there's a Forest In the midway shall yield us hunting sport, To ease our travail, I'll not have a brow Bu…

[675_00015 — The Faithful Shepherdess (Fletcher, John, 1610); pastoral; tragicomedy] Honest swain, First let me thank you, then return again As much of my love: no thou art too cold Unhappy boy, not tempered to my mould, Thy blood falls heavy downward, 'tis not fear To offend in boldness wins, they never wear deserved favours that deny to take When they are offered freely: do I wake To see a man of his youth, years and feature, And…

[147_00009 — Fedele and Fortunia (Two Italian Gentlemen) (Pasqualigo, LuigiMunday, Anthony, 1585); comedy] Read good Medusa. Ah miserable Pedante, would I were away, I quiver so fast, that I feel no ground: 'tis a company of witches I hold forty pound. When begin you sweet heart? Make haste you had need, The day will approach, and the night gone with speed. A rope on them all, they go a caterwauling I trow, Whom they mean to torment I would gladly know.…","Magic, spells and conjuring",thematic_discourse,included,"35 chunks, 21 works (2 with 3+), Comus 14 %. Magic as art and threat: Faustus' necromantic books, Comus' charms, Medea's spells, conjured apparitions; Marlowe, Milton, Seneca, Barry, Goffe, Heywood. Cross-work theme (small).",user_confirmed,1057_00008;476_00001;79_00020;740_00020;616_00011;1008_00012;719_00020,"Magic, spells and conjuring",
55,12,35,41,17258,9,3,The Whore of Babylon,0.429,0.771,"The Whore of Babylon (15); Amyntas, or The Impossible Dowry (8); A Midsummer Night's Dream (4); The Merry Wives of Windsor (2); The Valiant Welshman (Caradoc the Great) (2)","Dekker, Thomas",0.429,history; allegory 43%; pastoral 23%; comedy 20%,Adult Professional;Professiona 69%; Boys Professional;Professional 23%,"*fairy, *fairies, *oberon, *mopsus, *queen, land, grace, *babylon, *mab, *thestylis","*fairies, *fairy, *oberon, fool, heaven, elves, *queen, *empress, *dorylas, *iocastus","*fairies, *babylon, *oberon, love, heaven, *iocastus, fool, *queen, *thestylis, elves","fairy, fairies, oberon, mopsus, queen, babylon, mab, thestylis, iocastus, titania, dorylas, empress","[740_00011 — The Valiant Welshman (Caradoc the Great) (A., R., 1615); history] Fair Map of honour, where my reason reads Each navigable circle, that contains My happy voyage to the land of fame: Say, virtuous Prince, may Galled become so blest To follow thy fair hopes, and link his soul In an united league of endless love: Nor scorn a Prince's proffer: for by heaven, What I intrude, thy virtue hath enforced, And like the powe…

[569_00003 — The Whore of Babylon (Dekker, Thomas, 1607); history; allegory] Thus— let's consult— nay you shall hear. You know that all the springs in Fairy land Ran once to one head: from that head, to us: The mountain and the valley paid us fruit; The field her corn, the country felt no heat But from our fires: Plenty still spread our boards, And Charity took away. We stepped not forth But with a godlike adoration All kne…

[1091_00022 — Amyntas, or The Impossible Dowry (Randolph, Thomas, 1638); pastoral] Thy restitution is my feast Amyntas; Your curds and chestnuts and your country fare Is bounteous for so mean a guest as I: But send for that Urania her sweet voice Must sing a Lullaby to drown his senses, And charm soft sleep upon his troubled fancy. And 'fore the grey-eyed morn do peep, be confident I'll put the music of his brains in tune. You'll…",The Fairy Queen and her fairies,shared_narrative+recurring_role_or_name,included,"35 chunks, 9 works, Whore of Babylon 43 %, top three 77 %. The Fairy Queen (Titania as Elizabeth), Oberon, Mab and the fairies in Dekker's allegory, Randolph's Amyntas, A Midsummer Night's Dream and two royal entertainments; keywords are names. Group decision (single-story clusters T7, T20, T34, T54, T55, T59): decide once whether a shared story counts as a subject for genre comparison, as subject areas already do (T2 Rome, T10/T18 English chronicle matter, T12 the gods); if yes → candidate with the concentration noted, if no → contextual_only.",user_confirmed,569_00003;1091_00039;385_00024;128_00012;987_00025;740_00012;149_00007,"Fairies, fairy queens and enchanted desire","sample review supports fairy figures, fantasy and desire. Full checks identify Oberon/Mab impersonation in The Jealous Lovers and Queen Mab in Romeo and Juliet. Include as a shared subject domain, not one uniform narrative. Reviewed excerpts (three different works): 740_00011; 987_00025; 294_00008. Full-chunk follow-up: 987_00025; 294_00008"
