map_version,unit_id,tcp,source_sha256,unit_node_path,parent_unit,kind,div_type,div_paths_present,head,n_sp,n_chars_candidate,trailer_text,act_heads,text_first160,text_last160,old_id,old_id_aliases,deep_id,work_key(work_id),witness_key(edition_id),title_deep,author_deep,genre_deep,play_type_deep,year_deep,metadata_repaired,edition_id_corrected,deep_id_corrected,year_corrected,edition_correction_source,edition_record_states,edition_id_effective,deep_id_effective,year_effective,edition_effective_basis,metadata_added_from,tcp_header_date_raw,tcp_source_publication_date_raw,edition_status,match_method,match_score,candidates,identity_status,relation,inclusion_status,witness_role,witness_selection,witness_selection_status,year_effective_raw,reason
unit_map-2026-09-08.v16,A14846,A14846,5aa54baa908aba5971957a8444341a4fed2fa679aeda8ffd2b5fe1e507e9b950,/*/*[2]/*[1],,single,,play;title_page,¶The prologue of the messenger.,173,47290,Finis,,❧ An Enterlude called lusty Iuuentus.,"To whome be honor, prase and glory for euermore",A14846,,66,41,74,Lusty Juventus,"Wever, R.",moral,Interlude;Nonprofessional,1565,False,,,,,,74,66,1565,original DEEP row,,1565,[ca. 1565]],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1565,
unit_map-2026-09-08.v16,A14869,A14869,09e981f4b582d3e99c91c6367672b2ed6eb4fbe4072da384e2c48b32b1588731,/*/*[2]/*[2],,single,,act,"The Deuil's Law Case. OR, When Women goe to Law, the Deuill is full of Businesse.",1026,117292,Finis Actus primi. || Explicit Actus secundi. || Explicit Acts Tertij. || Explicit Acti quarti. || FINIS.,"act:ACTVS SECVNDVS, SCENA PRIMA. | act:ACTVS TERTIVS, SCENA PRIMA. | act:ACTVS QVARTVS, SCENA PRIMA. | act:ACTVS QVINTVS, SCENA PRIMA.",YOu haue shewen a world of wealth;,Are with successe beyond our wishes crown'd.,A14869,,713,388,857,The Devil's Law Case (When Women Go to Law the Devil Is Full of Business),"Webster, John",tragicomedy,Adult Professional;Professional,1623,False,,,,,,857,713,1623,original DEEP row,,1623,1623.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A14871,A14871,ab7e17f50df3edea1d43962c8d19968993246d8c42ac93c2a8edc363a0c4dc04,/*/*[2]/*[2],,single,,text,Monuments of Honor.,6,20176,FINIS.,,"I Could in this my Preface (by as great light of Learning as any formerly imployed, in this seruice) can attaine, to deliuer to You the Original and cause of al","rd, and pusled the vnderstanding of the Common People; suffice it▪ I hope 'tis well, and if it please his Lordship, and my Worty Imployers, I am amply satified.",A14871,,721,409,898,Monuments of Honor,"Webster, John",civic play; pageant,Occasional;Nonprofessional,1624,False,,,,,,898,721,1624,original DEEP row,,1624,1624.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1624,
unit_map-2026-09-08.v16,A14872,A14872,2539b1cdc418db657ab76383fcde2d47ab1d9647a58d9429bd92600db063bc84,/*/*[2]/*[2],,single,,scene,Actus Primus.,1130,124047,FINIS.,act:Actus Primus. | scene:Scena Prima. | scene:SCENA II. | act:ACTVS II.,YOV are wel-come to your Country (deere Atoni ),Which noblely (beyond Death) shall crowne the end.,A14872,,714,389,858,The Duchess of Malfi,"Webster, John",tragedy,Adult Professional;Professional,1623,False,,,,,,858,714,1623,original DEEP row,,1623,1623.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1623,
unit_map-2026-09-08.v16,A14875,A14875,e0b2c5e646522155522a9e2504bf77290957e6c646b3db2e161b0847717fc170,/*/*[2]/*[2],,single,,play,"THE TRAGEDY OF PAVLO GIORDANO Vrsini Duke of Brachiano, and Vittoria Corombona.",1146,129278,,,BAnisht?,Haec fuerint nobis praemia si placui.,A14875,,583,306,708,The White Devil (Vittoria Corombona),"Webster, John",tragedy,Adult Professional;Professional,1612,False,,,,,,708,583,1612,original DEEP row,,1612,1612.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1612,
unit_map-2026-09-08.v16,A15045.1.1,A15045,8c25fd741dde3e51578c2652139259039115156569f25c0a0b7a30cdc5999de4,/*/*[2]/*[2]/*/*[3],A15045.1,work_div,part,scene,Actus. 1.,337,54736,FINIS. || G. W.,act:Actus. 1. | scene:Scena. 1. | scene:Actus. 1. Scena. 2. | scene:Actus. 1. Scena. 3.,"YOu Officers which now in Iulio ſtaye,","O ſorrowe ſlaye, all motions of delight.",A15045.1,,5014.01,73,124,1 Promos and Cassandra,"Whetstone, George",comedy,Closet/Unacted,1578,False,,,,,,124,5014.01,1578,original DEEP row,,1578,August. 20. 1578],ok,order+@n,0.0,,confirmed_auto,primary,proposed,,,,1578,assigned by document order; TEI @n / ordinal of this division equals the DEEP title number and is unique
unit_map-2026-09-08.v16,A15045.1.2,A15045,8c25fd741dde3e51578c2652139259039115156569f25c0a0b7a30cdc5999de4,/*/*[2]/*[2]/*/*[4],A15045.1,work_div,part,scene,❧ The ſeconde part of the Famous Hiſtorie of Promos and Caſſandra.,358,51375,"Dated at his Royall Court, in Iulio, the. 6. of Februarie. || God ſaue the King. || FINIS. || G. Whetſtone.",part:❧ The ſeconde part of the Famous Hiſtori | act:Actus. 1. | scene:Scena. 1. | scene:Actus. 1. Scena. 2.,"PRomiſe is debt, and I my vowe haue paſt,","In theſe preceptes, to followe your beheaſt.",A15045.2,,5014.02,74,125,2 Promos and Cassandra,"Whetstone, George",comedy,Closet/Unacted,1578,False,,,,,,125,5014.02,1578,original DEEP row,,1578,August. 20. 1578],ok,title,0.799,,confirmed_auto,primary,proposed,,,,1578,
unit_map-2026-09-08.v16,A15352,A15352,16975378a0bfc8f3b43f62d68cfecfd1fbc2a0ee955e6492b01327904879d2c1,/*/*[2]/*[2],,single,,text,The Miseries of inforst Mariage.,1080,120738,FINIS.,,"BVt Francke, Franke, now we are come to the house, what shall we make to be our busines?",We hope your hands will bring vs to our bed.,A15352,,484,249,586,The Miseries of Enforced Marriage,"Wilkins, George",tragedy,Adult Professional;Professional,1607,False,,,,,,586,484,1607,original DEEP row,,1607,1607.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1607,
unit_map-2026-09-08.v16,A15498,A15498,8d07308cbf500d1c266c96a28479544455bdcb44b223fa52dbced38771bf9543,/*/*[2]/*[2],,single,,epilogue;play;scene,The Tragedie of Tancred and Gismund.,176,78801,Finis Actus 1. || Finis Actus 2. || Finis Actus 3. || Finis Actus 4. || FINIS.,act:Actus. 1. | scene:Scaena. 1. | scene:Scaena. 2. | scene:Scaena. 3.,"TAncred the Prince of Salerne, ouerloues",Now draw the curtens for our Scaene is done.,A15498,,138,104,178,Tancred and Gismund (Gismond of Salerne),"Wilmot, RobertHatton, ChristopherNoel, HenryAl., G.Stafford, Roderick",tragedy,University/Inns of Court;Nonprofessional,1591,False,,,,,,178,138,1591,original DEEP row,,1591,1591.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1591,
unit_map-2026-09-08.v16,A15515,A15515,c0a1c0ac3501d16d5599e73ff73d828eb6932b5f8c48bd3a629f32be9db5e672,/*/*[2]/*[2],,single,,play;prophecy;song,THE COBLERS Prophesie.,464,61898,Fortuna Crudelis. || FINIS▪,,"FResh Mayas sonne, fine witcrafts greatest God,",Our State supported both by Armes and Art.,A15515,,191,124,238,The Cobbler's Prophecy,"Wilson, Robert",moral,Adult Professional;Professional,1594,False,,,,,,238,191,1594,original DEEP row,,1594,1594.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1594,
unit_map-2026-09-08.v16,A15516,A15516,2cd77d4015cf603082b2ac0b06edfa8708d3f14123d32b74a878665ea7fad717,/*/*[2]/*[2],,single,,prologue,The Pedlers Prophecie.,276,70378,FINIS.,prologue:The Prologue.,"FOr as much as we must talke of Prophecie,","There is no remedie, I must againe to my packe.",A15516,,208,134,261,The Pedlar's Prophecy,Anonymous,moral,Interlude;Nonprofessional,1595,False,,,,,,261,208,1595,original DEEP row,,1595,1595.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1595,
unit_map-2026-09-08.v16,A15517,A15517,f2021fc93b7cd374d7406d96d43866fea8345229be2253181feb44234d3c8e5e,/*/*[2]/*[2],,single,,play;preface,The pleasant and statelie Morall of the three Lords of London.,833,104855,Finis. || FINIS.,,"LO, Gentles, thus the Lord dooth London guard,",In heauen with Angels they may haue a place.,A15517,,128,93,155,The Three Lords and Three Ladies of London,"Wilson, Robert",moral,Adult Professional;Professional,1590,False,,,,,,155,128,1590,original DEEP row,,1590,1590.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1590,
unit_map-2026-09-08.v16,A15519,A15519,4f40f973ed3237cc59f928dd17cf3591edf2b1b904e3758eac6a0801331d40df,/*/*[2]/*[2],,single,,act,A pythie and pleasant Comoedie of the three Ladies of London.,491,94345,FINIS. || Paule Bucke.,act:The first Act.,"LAdie Conscience, what shall we say to our estates,","Therefore restraine thy lust, and thou shalt shun the offence.",A15519,,120,85,146,The Three Ladies of London,"Wilson, Robert",moral,Adult Professional;Professional,1592,False,,,,,,146,120,1592,original DEEP row,,1592,1592.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1592,
unit_map-2026-09-08.v16,A15549,A15549,21f83e6b8920c91ec3eb3fb6dd1329cd6bb428b074139f08e310a61fa5a6edb2,/*/*[2]/*[2],,single,,play;song,WILY BEGVILDE.,551,97441,FINIS.,,"A Heauy purſe makes a light heart: O the conſideration of this pouch, this pouch!",To ſolemnize two marriages in one.,A15549,,434,234,548,Wily Beguiled,Anonymous,comedy,Boys Professional;Professional,1606,False,,,,,,548,434,1606,original DEEP row,,1606,1606.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1606,
unit_map-2026-09-08.v16,A15676,A15676,d6239fce1ac09bc68a70c68f394808206da89b06f97aaea85080703d4dff1077,/*/*[2]/*[2],,single,,play,Euerie Woman in her Humor.,752,90438,FINIS,,"GEntles of both ſexes, and all ſortes, I am ſent to bid yee welcome, I am but inſteade of a Prologue: for a ſhe prologue is as rare as an Vſurers Almes: non rep",God giue your grace God night.,A15676,,545,283,665,Every Woman in Her Humor,Anonymous,comedy,Boys Professional;Professional,1609,False,,,,,,665,545,1609,original DEEP row,,1609,1609.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1609,
unit_map-2026-09-08.v16,A15707,A15707,979a0e4584d3c25714c745500a086131b699ed0d7b0c37d659d3f9a47ad6f6f4,/*/*[2]/*[2],,single,,drama,"WORKE FOR Cutlers: or, a merry Dialogue betweene Sword, Rapier, and Dagger.",91,9593,FINIS.,,"NAy Rapier, come foorth, come forth I ſay, Ile giue thee a crowne, though it be but a crackt one: what wilt not? art ſo hard to be drawne forth Rapier?",To craue a pardon for a Schollers Prize.,A15707,,629,331,749,"Work for Cutlers (Sword, Rapier, and Dagger)",Anonymous,entertainment; academic entertainment,University/Inns of Court;Nonprofessional,1615,False,,,,,,749,629,1615,original DEEP row,,1615,1615.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1615,
unit_map-2026-09-08.v16,A15814,A15814,8e918e85cf26fd6f6d2bab6d00bf705424815e4b1a0df46643c52d9ac39f983f,/*/*[2]/*[2],,single,,play,Two Tragedies in one.,540,97209,FINIS. Rob. Yarington.Laus Deo.,,"I Haue in vaine past through each stately streete,",She is your Beades-man euerlastinglie.,A15814,,322,182,415,Two Lamentable Tragedies,"Yarington, Robert",tragedy,Adult Professional;Professional,1601,False,,,,,,415,322,1601,original DEEP row,,1601,1601.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1601,
unit_map-2026-09-08.v16,A15873,A15873,84fe14064e2c9758e7879b64b39fba136a537e36b42c91f115e82a33119ea37a,/*/*[2]/*[2],,single,,scene,The Sophister. A Comedy.,514,84792,,"act:The Sophister. A Comedy. | scene:Actus primus, Scena prima. | scene:SCENA SECVNDA. | scene:SCENA TERTIA.",NOt yet begins the East-disturbing Morne,"I hope I have not lost them, these are they—",A15873,,919,556,1102,"The Sophister (Fallacy, or The Troubles of Great Hermenia)","Zouche, Richard",comedy,University/Inns of Court;Nonprofessional,1639,False,,,,,,1102,919,1639,original DEEP row,,1639,1639.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1639,
unit_map-2026-09-08.v16,A15979,A15979,db80c5de4bfa73a638d7bc47483bd5ba9c7810898cc5add3e7d23ced3b75c1a6,/*/*[2]/*,,single,,masque,,64,14809,,,"Nay, I will taste of other assayes",Lest all at last be brybid awaye,A15979,,58,38,67,Albion Knight,Anonymous,moral,Interlude;Nonprofessional,1566,False,,,,,,67,58,1566,original DEEP row,,1566,1566?],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1566,
unit_map-2026-09-08.v16,A16527.1,A16527,bf8e68cd5eff6bc37c40d7283ab2a1228480a1aca01c82fc181755d0958c6c3d,/*/*[2]/*[2]/*[1]/*[2],,group_text,,act;chorus;scene,THE TRAGEDIE of Croeſus.,128,124148,W. A. || FINIS.,act:Act. I. | chorus:CHORVS. | act:Act. II. | scene:Scen. I.,"LOe how the truſtleſſe world the worldlings toſſes,","No man is blest, behold the end.",A16527.5,,5060.01,209,491,Croesus,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1604,True,,,,,,491,5060.01,1604,"reviewed date resolution (play_printing_date_vs_collection_issue_date); raw 1604; header '1607', sourceDesc '1607.'",DEEP official export https://deepplaybooks.org/assets/data/item_data.json accessed 2026-09-07 sha256 10005117a761 (ChatGPT corpus_v1 review official_reconnections.json); replaces corrupt local rows A16527.1/.2 (duplicates of 5061.01),1607,1607.,"resolved: play_printing_date_vs_collection_issue_date - TCP header 1607 is the date of the cancel general title (DEEP 5061, collection edition 1466 reissued); Croesus itself is",manual,1.0,,confirmed_manual,primary,proposed,,,,1604,"OVERRIDE: Head 'THE TRAGEDIE of Croesus' = Croesus (DEEP 5060.01, work 209, edition 491, 1604); the 1607 volume A16527 is DEEP 5061 = the 1604 edition 1466 reissued with a cancel title leaf, and 5061 collection_contains links 5060.01/5060.02 (DEEP official export item_data.json sha256 10005117..., accessed 2026-09-07 by ChatGPT: official_reconnections.json). Local deep_min row A16527.1 (a duplicate of the Alexandraean Tragedy) was corrupt; corrected row added as A16527.5 in deep_additions.csv. No 5061.xx child id invented."
unit_map-2026-09-08.v16,A16527.2,A16527,bf8e68cd5eff6bc37c40d7283ab2a1228480a1aca01c82fc181755d0958c6c3d,/*/*[2]/*[2]/*[2]/*[2],,group_text,,act;chorus;scene,THE TRAGEDY OF DARJƲS.,155,93868,W. A. || Finis.,act:Actus Primus. | chorus:CHORVS. | act:ACTVS SECVNDVS. | chorus:CHORVS.,WHat thundering power grow'n jealous of my ſtate,"Their pride repreſsing, who t'oppreſſe were prompt.",A16527.6,,5060.02,196,446,Darius,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1604,True,,,,,,446,5060.02,1604,"reviewed date resolution (play_printing_date_vs_collection_issue_date); raw 1604; header '1607', sourceDesc '1607.'",DEEP official export https://deepplaybooks.org/assets/data/item_data.json accessed 2026-09-07 sha256 10005117a761 (ChatGPT corpus_v1 review official_reconnections.json); replaces corrupt local rows A16527.1/.2 (duplicates of 5061.01),1607,1607.,"resolved: play_printing_date_vs_collection_issue_date - TCP header 1607 is the date of the cancel general title (DEEP 5061, collection edition 1466 reissued); Darius itself is ",manual,1.0,,confirmed_manual,primary,proposed,,,,1604,"OVERRIDE: Head 'THE TRAGEDY OF DARIVS' = Darius (DEEP 5060.02, work 196, edition 446, 1604; TCP sourceDesc: 'The tragedie of Darius retains its original 1604 title page'). Same official-export evidence as A16527.1; corrected row added as A16527.6 in deep_additions.csv."
unit_map-2026-09-08.v16,A16527.3,A16527,bf8e68cd5eff6bc37c40d7283ab2a1228480a1aca01c82fc181755d0958c6c3d,/*/*[2]/*[2]/*[3]/*[2],,group_text,,act;chorus;scene,THE Alexandraean Tragedie.,156,148775,FINIS.,act:ACT. I. | chorus:Chorus. | act:ACT. II. | scene:SCENE I.,BAcke from th'umbragious bounds ſtill rob'd of reſt,Since t'vs all things are as we thinke them ſtill.,A16527.1,A16527.2,5061.01,260,608,The Alexandraean Tragedy,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1607,False,,,,,,608,5061.01,1607,original DEEP row,,1607,1607.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1607,
unit_map-2026-09-08.v16,A16527.4,A16527,bf8e68cd5eff6bc37c40d7283ab2a1228480a1aca01c82fc181755d0958c6c3d,/*/*[2]/*[2]/*[4]/*[2],,group_text,,act;chorus;scene,THE Tragedie of Caeſar.,154,137591,FINIS.,act:ACT. I. | chorus:Chorus. | act:ACT. II. | scene:SCENE I.,"THough I a goddeſſe glance through th'azure round,","That can command thēſelues, thogh not their fate.",A16527.3,,5061.03,261,611,Julius Caesar,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1607,False,,,,,,611,5061.03,1607,original DEEP row,,1607,1607.,ok,title,0.658,,confirmed_auto,primary,proposed,,,,1607,
unit_map-2026-09-08.v16,A16564.1,A16564,5ab0ba6afa1349afc186e1b4c719b624c0a27ac0133995c52986144db73b069b,/*/*[2]/*/*[1]/*[2],,group_text,,act;chorus;scene,THE TRAGEDY OF CROESVS.,127,127328,FINIS.,act:Act 1. | chorus:Chorus. | act:Act 2. | scene:Scene 1.,"Loe, how the ſtormy world doth worldlings toſſe,",No man is bleſt; behold the end.,A16564.1,,5106.01,209,493,Croesus,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1637,False,,,,,,493,5106.01,1637,original DEEP row,,1637,1637.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1637,
unit_map-2026-09-08.v16,A16564.2,A16564,5ab0ba6afa1349afc186e1b4c719b624c0a27ac0133995c52986144db73b069b,/*/*[2]/*/*[2]/*[2],,group_text,,act;chorus;scene,THE TRAGEDY OF DARIVS.,148,95440,FINIS.,act:Act 1. | chorus:Chorus. | act:Act 2. | chorus:Chorus.,"WHat thund'ring pow'r grown jealous of my ſtate,",And them repreſſe who to oppreſſe were prompt.,A16564.2,,5106.02,196,448,Darius,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1637,False,,,,,,448,5106.02,1637,original DEEP row,,1637,1637.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1637,
unit_map-2026-09-08.v16,A16564.3,A16564,5ab0ba6afa1349afc186e1b4c719b624c0a27ac0133995c52986144db73b069b,/*/*[2]/*/*[3]/*[2],,group_text,,act;chorus;scene,THE ALEXANDRAEAN TRAGEDIE.,156,149784,FINIS.,act:Act 1. | chorus:Chorus. | act:Act 2. | scene:Scene 1.,BAck from th'umbragious caves (ſtill rob'd of reſt),"""To us all things are as we thinke them ſtill.",A16564.3,,5106.03,260,610,The Alexandraean Tragedy,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1637,False,,,,,,610,5106.03,1637,original DEEP row,,1637,1637.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1637,
unit_map-2026-09-08.v16,A16564.4,A16564,5ab0ba6afa1349afc186e1b4c719b624c0a27ac0133995c52986144db73b069b,/*/*[2]/*/*[4]/*[2],,group_text,,act;chorus;scene,THE TRAGEDY OF JVLIVS CAESAR.,155,137823,FINIS.,act:Act I. | chorus:Chorus. | act:Act. 2. | scene:Scene 1.,"THough I (a Goddeſſe) grace the azure round,","""(Who can command themſelves, though not their fate.",A16564.4,,5106.04,261,613,Julius Caesar,"Alexander, William",tragedy,Closet/Unacted;Nonprofessional,1637,False,,,,,,613,5106.04,1637,original DEEP row,,1637,1637.,ok,title,1.0,,confirmed_auto,primary,proposed,,,,1637,
unit_map-2026-09-08.v16,A16900,A16900,67f2c4cae99b65f19ab410f87e5307905da6d359f51752e85e4b81a1e6617618,/*/*[2]/*[2],,single,,play,The Faire maid of Briſtovv.,405,46092,FJNIS.,,"COme Vallen. lets to Sir God-fries houſe,","After ſo many troubles, and tyerd annoy.",A16900,,385,211,495,The Fair Maid of Bristol,Anonymous,tragicomedy,Adult Professional;Professional,1605,False,,,,,,495,385,1605,original DEEP row,,1605,1605.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1605,
unit_map-2026-09-08.v16,A16923,A16923,dc6d3a32a2c9f5c937286fdf96ba907f0abc4944d1d8e8b52ab21a9e8adc47e4,/*/*[2]/*[2],,single,,scene,The Antipodes.,1091,113390,,act:The Antipodes. | scene:Scene 1. | scene:Act 1. Scen. 2. | scene:Act 1. Scene 3.,"TO me, and to the City, Sir, you are welcome,",Though we dive for it toth' Antipodes.,A16923,,969,586,1140,The Antipodes,"Brome, Richard",not in BritDrama,Adult Professional;Professional,1640,False,,,,,,1140,969,1640,original DEEP row,,1640,1640.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1640,
unit_map-2026-09-08.v16,A16924,A16924,8bdddab8c777a9634a81605cc05df426c5c7bf8581306ae05acd4810329f52e7,/*/*[2]/*[2],,single,,scene,THE NORTHERN LASSE.,1085,138841,The end of the first Act. || The End of the second Act. || The end of the third Act. || The end of the fourth Act. || FINIS▪,scene:Act. I. Sce. I. | scene:Act. I. Sce. II. | scene:Act. I. Sce. III. | scene:Act. I. Sce. IIII.,"BVt I beseech you sir, Take me somewhat nearer your Councell. May I assure my selfe, that this report goes true; that you are on this treaty of Marriage with th","as merry, as our Northern asses Feast.",A16924,,793,463,981,The Northern Lass,"Brome, Richard",comedy,Adult Professional;Professional,1632,False,,,,,,981,793,1632,original DEEP row,,1632,1632.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1632,
unit_map-2026-09-08.v16,A17029,A17029,edf276d6367dcbc95ff69276f6cde7b8415629a13e73930dfd906da4ad0bca75,/*/*[2]/*[2],,single,,day;song;speech;text,THE HONORABLE Entertainment giuen to her Maieſtie in Progreſſe at Cowdray in Suſſex by the Lord Montecute Anno. 1591. Au,5,14241,Elizabetha Deus nobis haec otia foecit.,,"THe Queens MAIESTY came with a great traine to the right Honorable the Lorde Montacutes, vpon ſaterdaie being the 14 daie of Auguſte about eight of the clocke a","wonder. And ſo her Maieſtie well pleaſed with her welcome, & he throughly comforted with her Highneſſe gracious acceptance, ſhee went from thence to Chicheſter.",A17029,,137,103,177,The Royal Entertainment at Cowdray,Anonymous,entertainment; royal entertainment or entry,Occasional;Nonprofessional,1591,False,,,,,,177,137,1591,original DEEP row,,1591,1591.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1591,
unit_map-2026-09-08.v16,A17342,A17342,d490a6a2e3f65df576879b0366af3e823e1d5424b7b07d0d38c7034af4bbce10,/*/*[2]/*[2],,single,,poem;sonnet,The Hermits ſpeech aſcending out of the ground as the KING entred the Rock.,0,9158,FINIS.,,"WITH bended knees thus humbly doe I pray,",Is his Tombe or his grave.,A17342,,860,511,1042,The Presentment of Bushell's Rock (Royal Entertainment at Enstone),"Jordan, ThomasBushell, Thomas (mining entrepreneur)",entertainment; royal entertainment or entry,Occasional;Nonprofessional,1636,False,,,,,,1042,860,1636,original DEEP row,,1636,MDC. XXXVI. [1636],ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,representative_proposed,"confirmed (Grace, 2026-09-07, on ChatGPT v8 quality evidence): Among complete transcriptions of the same edition, prefer the one with fewer recorded unreadable passages (gap/unclear events in body): representative 0 vs alternate 2. Lowest DEEP record id is only the reproducible tie-break when quality is indistinguishable. Alternate XML, variants and issue/state information are preserved; witnesses are never blended.",confirmed,1636,
unit_map-2026-09-08.v16,A17344,A17344,e7063c99590925c1c6a7a3c5eac292b6f567deca156bdef49986c53eb2e7d8eb,/*/*[2]/*[2],,single,,song;sonnet;speech,The Hermits ſpeech aſcending out of the ground as the KING entred the Rock.,0,9191,FINIS.,,"WITH bended knees thus humbly doe I pray,",Is his Tombe or his grave.,A17344,,861,511,1042,The Presentment of Bushell's Rock (Royal Entertainment at Enstone),"Jordan, ThomasBushell, Thomas (mining entrepreneur)",entertainment; royal entertainment or entry,Occasional;Nonprofessional,1636,False,,,,,,1042,861,1636,original DEEP row,,1636,M.DC.XXXVI [1636],ok,tcp_1to1,1.0,,confirmed_auto,primary,alternate_witness_same_edition,alternate_witness_same_edition,"confirmed (Grace, 2026-09-07, on ChatGPT v8 quality evidence): same edition 1042 (Two issues, title-page press variant); kept, excluded only from the edition-level view - never 'absent' or 'out of scope'",confirmed,1636,
unit_map-2026-09-08.v16,A17460,A17460,67baf5d0d4009b9accf4b0c767e0ecc8e8bfbd412742946543c6dfd7bf5e5da9,/*/*[2]/*[2],,single,,scene,A PLEASANT COMEDIE OF THE MERRIE MILK-MAIDS.,1254,134579,FINIS,act:ACTVS PRIMVS. | scene:Scena Prima. | scene:Scena secunda. | scene:Scena tertia.,INchantments plucke out of the Skie,"All that are heere, be pleas'd as well as we.",A17460,,686,364,822,"The Two Merry Milkmaids, or The Best Words Wear the Garland","Cumber, John",comedy,Adult Professional;Professional,1620,False,,,,,,822,686,1620,original DEEP row,,1620,1620.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1620,
unit_map-2026-09-08.v16,A17871,A17871,d01554a8571ca4a55df7828d236d03eeaa6d242f82925c756e46bf44590d65e2,/*/*[2]/*[2],,single,,text,"THE Description of a Maske presented before the Kinges Maiestie at White Hall, on twelft night last, in honour of the Lo",61,24541,FINIS.,,"AS in battailes, so in all other actions that are to bee reported, the first, and most necessary part is the discription of the place, with his oportunities, an","Non habet ingentum, nec genium medici.",A17871,,450,238,561,The Masque at Lord Hay's Marriage (Apollo's Knights),"Campion, Thomas",masque,Occasional;Nonprofessional,1607,False,,,,,,561,450,1607,original DEEP row,,1607,1607.,ok,tcp_1to1,1.0,,confirmed_auto,primary,proposed,,,,1607,
unit_map-2026-09-08.v16,A17879.1,A17879,b39a419f1bfa7f5f0be87c72f1098e88ed3380c15c0cb647ceefd71b1406687d,/*/*[2]/*[2]/*[1],A17879,body_div,part,part;speech,"A RELATION OF THE LATE ROYALL ENTERTAINMENT GIVEN BY the Right Honorable, the Lord KNOVVLES, at Cawsome-House neere Redd",31,18226,"Thus ends this ample intertainment, which as it was most nobly performed, by the right honourable the Lord and Ladie of ",part:A RELATION OF THE LATE ROYALL ENTERTAINM,"FOr as much as this late Entertainment hath beene much desired in writing, both of such as were present at the performance thereof, as also of many which are ye",But the word of parting neuer.,A17879.1,,5073.01,318,727,The Royal Entertainment at Caversham,"Campion, Thomas",entertainment; masque; royal entertainment or entry,Occasional;Nonprofessional,1613,False,,,,,,727,5073.01,1613,original DEEP row,,1613,1613.,ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1613,OVERRIDE: Campion 1613 head 'A RELATION OF THE LATE ROYALL ENTERTAINMENT GIVEN BY the Right Honorable the Lord Knowles at Cawsome-House' = Caversham
unit_map-2026-09-08.v16,A17879.2,A17879,b39a419f1bfa7f5f0be87c72f1098e88ed3380c15c0cb647ceefd71b1406687d,/*/*[2]/*[2]/*[2],A17879,body_div,part,part,"THE DESCRIPTION, SPEECHES, AND SONGS, OF THE LORDS MASKE, PRESENTED IN the Banquetting-house on the mariage night of the",37,19536,,"part:THE DESCRIPTION, SPEECHES, AND SONGS, OF","I Haue now taken occasion to satisfie many, who long since were desirous that the Lords maske should be published, which (but for some priuate lets, had in due ","The last new Dance of the Maskers, which concludes all with a liuely straine at their going out.",A17879.2,,5073.02,319,728,The Lord's Masque (Wedding Masque of Stars and Statues Made Human),"Campion, Thomas",masque,Occasional;Nonprofessional,1613,False,,,,,,728,5073.02,1613,original DEEP row,,1613,1613.,ok,manual,1.0,,confirmed_manual,primary,proposed,,,,1613,"OVERRIDE: head 'THE DESCRIPTION, SPEECHES, AND SONGS, OF THE LORDS MASKE' = The Lord's Masque"
